Id	Label	Tweet Text
1252946122185871360	0	Greece Has an Elderly Population and a Fragile Economy. How Has It Escaped the Worst of the Coronavirus So Far? https://t.co/5xQr6lKUZS
1298592560693338112	0	"Ex-VP Moody Awori is among a 21- member team picked to spearhead resource mobilisation for Covid-19 response in the Lake Region.
https://t.co/DQMOZHdb5G"
1263472436957282306	0	SIBM Hyderabad heartily welcomes Mr. Arpit Khandelwal, Senior Manager, Investment Compliance Invesco India Pvt. Ltd. on Saturday, the 23rd May for the next webinar series. We are eager to hear his thoughts on the impact of Covid-19 on the Financial Markets. #sibmh #siu #symbiosis https://t.co/j4r9Pbi6UH
1253579621066403847	0	"@pfizer  and @BiontechPr secured approval for #Germany’s first human clinical trials of a possible #CoronavirusVaccine, entering a global race to develop a defense against the #pandemic 

https://t.co/TU7onUxUTA"
1275921695497322496	0	"Case in point...
https://t.co/FI9Z2Nm4Qs
#COVID19 #SARSCoV2 #coronavirus #pandemic #TestandTrace"
1309415107965800448	0	"Despite being on the frontlines of the rural healthcare system amid Covid19, ASHA workers don't have decent wages, PPE, or job security.
@amnesty @aditimurti
https://t.co/8rg2z0AysN"
1284115385550331905	0	"Brazil's coronavirus chaos provides a global laboratory for the vaccine race

https://t.co/eXwSaf3Ga0"
1298693381913284609	0	BREAKING: Department of Justice requesting data from governors that issued coronavirus orders that may have resulted in deaths of elderly nursing home residents
1299999813094780928	0	"Far right using coronavirus as excuse to attack Asians, say police

Government urged to give extra protection to targeted communities after hate attacks rise by a third 

https://t.co/xCd6quFH8R"
1255434284313260039	0	Fighting Stigma :  Child care vouchers available for essential employees in South Carolina: (WRDW/WAGT) -- As part of the CARES Act (Coronavirus Aid, Relief and Economic Security) funding, South Carolina is offering child care assistance ... https://t.co/CQv3YQ2T6P
1266777040998416387	0	People who are still working during #stayathome orders can be feeling conflicted. On the one hand, they are thankful they have a job and take the responsibility seriously, and on the other, the fear of #coronavirus is making them wish they could #stayhome. This can lead to tough https://t.co/of5l4qzbBG
1258457029846470657	0	While the closure of schools due to the #coronavirus has led to cancelations of many of the events that cap a graduating senior’s high school experience, several #FoxboroMA seniors and their parents say they are making the best of it. https://t.co/6RSzz1NGxq @Foxborough_MA https://t.co/Qvc3EtuJ7S
1250213810754981889	0	The move to defund the World Health Organization comes as the President defends his Covid-19 response https://t.co/ppDrLfCu0b
1249538821731082240	0	Coronavirus, Blacks, and Black-Hats — a Classic New York Times Double Standard https://t.co/LevKqYc59T
1251694518165999616	0	"Do you want to offer help during the COVID-19 pandemic?
Below is important information for members of the public wishing to support the Covid-19 response. Please see our dedicated COVID-19 webpage for more information. https://t.co/iZ524LboEq https://t.co/6Z2w6cw6d3"
1255031628235038721	0	Stevenage Race for Life rescheduled for autumn due to coronavirus pandemic https://t.co/Udjh79hofD
1260623988092329985	0	#Coronavirus: Assembly Minority Leader @WillABarclay calls for restoration of Legislature’s authority, end to @NYGovCuomo emergency powers https://t.co/nSVLxZjVre via @TheLCN
1250763464458584069	0	NEW TODAY! Covid-19 is opening a Pandora's Box on race relations in the NHS https://t.co/5Q4ZyjzXIi writes @JonMarcStanley for @Think_Scotland #thinkscotland #COVID19 #Covid_19 #NHS https://t.co/O6V9MP23wf
1244305927064432640	0	'It’s a razor’s edge we’re walking': inside the race to develop a coronavirus vaccine | World news | The Guardian https://t.co/7GIaQKfqmC
1294059521145311233	0	U.S. Senate Minority Leader Chuck Schumer on CNN's State Of The Union discussing the hold up of funds to the emergency small business loan program, the progress of a deal, and coronavirus testing in t https://t.co/a6Wibb7aAb
1257322043323805697	0	"Maryland, home of NIH, John's Hopkins, and a large concentration of infectious disease biotechs is playing an outsized role in the race for a coronavirus vaccine. One company has already signed deals for initial production of three vaccine candidates:
🦠
https://t.co/afnrbVtzfR"
1258243085462577153	0	Trump’s Delayed COVID-19 Response Cost American Lives. https://t.co/vmSSRDdA5x #trumpdeathclock #covid19 #coronavirus
1255483831429271552	0	"Coronavirus:

Submarine commander loses job after BBQ party during lockdown

https://t.co/Rkj6jYHYLs"
1275864052317720579	0	Swissport announces thousands of UK job cuts due to coronavirus https://t.co/k7xujWFlkL
1281686472089722880	0	Check Out This Article: Black Renters Brace For Wave Of Evictions As Coronavirus Moratoriums Begin To... https://t.co/gFxMn2fBKg
1248919669945360384	0	Trump casts himself as coronavirus pandemic patron, personalizing the government's spread of cares act cash and supplies - The Washington Post https://t.co/JZAPSsUx1Z
1288665234589323264	0	"Funds from the $150 billion Coronavirus Relief Fund, created by Congress as part of the two-trillion-dollar CARES Act and meant to help defray public health costs, appear largely unused according to the Treasury Department's inspector general. 

https://t.co/Mjq3Ij5Lbf"
1249970678524186625	0	Coronavirus School Shutdowns Could Drastically Affect Low-Income Families And Students. https://t.co/P0eq4BIbde
1283509126312660992	0	#ToddlerTrump encouraging #coronavirus to burn out of control. Adult in the room #tomwolf taking action in #Pennsylvania as a governor doing his job!  #WearAMask @POTUS @GovernorTomWolf
1253218188944445446	0	Furloughing: The Coronavirus Job Retention Scheme Opens | #Furlough #CJRS #CoronavirusJobRetentionScheme #Payroll #SME #Accountants #MiltonKeynes #UK | follow @rogereddowes for more | https://t.co/WFwxP4GkMm https://t.co/DhVdQgX82n
1254229106570518532	0	Covid 19 coronavirus: Lack of contact with elderly a big issue for Kiwis in lockdown https://t.co/1wOw2LL3iL
1252602901677162497	0	"Portal Now Open to Claim Coronavirus Job Retention Scheme (CJRS)

Please visit the following link to claim https://t.co/zARZ6NM7wM

If you require assistance please contact us https://t.co/ap6E8NMikt"
1249704893901758464	0	Drugmaker Gilead is set to release clinical trial data in the next couple of weeks for a potential coronavirus treatment — the next big benchmark in a breakneck race to develop a drug that will help arrest the global pandemic. https://t.co/eBs6yfklcF
1262348966412386304	0	"China Told Labs to Destroy Coronavirus Samples to Reduce Biosafety Risks

A Chinese senior official says domestic law has clear rules for the handling of highly pathogenic samples
https://t.co/fQqMuNedXu"
1250613903849148416	0	Coronavirus Has Killed Thousands at U.S. Nursing Homes https://t.co/MPQ3xYTFqS https://t.co/mEOq2jWLTY
1302616731567955968	0	"More generally, Biden leads on who'd make you feel safe

Candidates even on who'd do better job on economy

Biden leads on ability to handle coronavirus — his backers most concerned about that and race relations if Trump wins

For Trump voters, main concern about Biden is economy https://t.co/SYyBBuhhd9"
1276991818589188097	0	"@NBOME @NM_IDSteward @kelly_bachta @MichaelIsonMD2 @jbcarmody @NBMEnow CDC notes Covid-19 disproportionately affects minorities: ""...racial and ethnic minorities may be more likely to live in densely populated areas because of institutional racism ... may find it more difficult to practice prevention measures..."" (4/n) 
https://t.co/af1Gqz8Zs9"
1266899570019012608	0	"If the students think this is irresponsible then I think they have more sense than the College admin. 2000 participants, yes the risk is small...but what's the rush?

Coronavirus: Auckland school's cross-country race prompts concerns about spread https://t.co/wtQWWrRjHP"
1262884828854325249	0	WOW! New Jersey Is Latest State to Significantly Drop Coronavirus Death Tally in Nursing Homes -- From 5,408 to 4,295 https://t.co/xYC6sRAxCK via @gatewaypundit
1286421744958529536	0	How Startups Are Leading The Next Phase Of Covid-19 Response And Economic Recovery via @forbes https://t.co/9ulFABRvkk
1248516601395048449	0	"OYO says no job cuts in India due to Covid 19 - Only Naukri
OYO Founder Ritesh Agarwal said that the startup is committed to no job cuts in India,
#oyo #oyojob #job #india #lockdown #covid19 #corona #coronavirusinindia #COVID2019india #Covid_19india 
https://t.co/ygYGCefW6t"
1253140482999365632	0	"""Fired over text, 800 calls to unemployment: What it’s like losing your job in the coronavirus pandemic"" https://t.co/TERfTfdXtX"
1292768762802798592	0	@thehill @TheHillOpinion Let’s all just take a moment to remember trumps early action on Covid-19 response https://t.co/J97wmlGHmC
1253590543172599808	0	Coronavirus: Prince Charles thanks British Asians for ‘vital role’ in tackling coronavirus https://t.co/GDUv5PW1uz #UKNEWS, WORLD NEWS
1287640618601254913	0	Vietnam postponed the regional security forum of the Association of Southeast Asian Nations (ASEAN) and the annual meeting of foreign ministers due to coronavirus, Associated Press reports. #Covid19 #Vietnam #Coronavirus
1244591375015972865	0	#Love in #coronavirus times: Elderly couple meets for dates on closed border between 🇩🇰 #Denmark and 🇩🇪 #Germany nearly every day. #COVID19 #friendship  https://t.co/rImcXg4jGC
1250077293608873986	0	Synoptek Joins U.S. Army Corps of Engineers in Race to Build Emergency Coronavirus Hospitals https://t.co/pWFOh3XHU0
1281594669349076993	0	Coronavirus: Vaccine arms race may harm public health and the economy https://t.co/iAKPRNdE67
1249884783695495170	0	"The #CARESAct provides new options:
 The IRS posted a set of questions and answers to help #business claim net operating losses and tax credits for prior years so they can get faster #tax refunds in the midst of the #coronavirus pandemic. @AccountingToday"
1251819485176246279	0	"Inside view of indoor stadium srinagar transformed into Covid19 wellness centre.
Hats off to the engineers esp . Er . Owais for the tremendous job out there @rifatabdullahh https://t.co/VbYlliHKGX"
1251783180895617024	0	Coronavirus: ANC Councillors 'Looting” Food Parcels for the Poor https://t.co/tnsZRUQ8ad
1270243880882130951	0	"Recreating Work And Livelihood–An Interactive session with Senior HR &amp; Business Leaders-13 June-3-4:30 pm, planned to help HR Post-Graduates(1st &amp; 2nd year students) understand the expectations &amp; new roles post Covid-19 &amp; help prepare for a new world.
Link-https://t.co/fg8xSuWmqB https://t.co/cm3y5PcCHF"
1258173668644945920	0	A Beloved 29-Year-Old People Magazine Staffer Died Of The Coronavirus  https://t.co/YFJ8TiA7Qk
1270355786426757120	0	As a responsible institution, ISB has been working with governments in their Covid-19 response. Professors Sarang Deo, K Vaidya Nathan have been appointed by @PunjabGovtIndia as members of sub-group of experts to develop medium &amp; long term post-COVID economic strategy for Punjab. https://t.co/7087lgTtAX
1252892711524466688	0	Communists celebrate Lenin’s 150th birthday despite coronavirus lockdown in Moscow. Decent job of social distancing, though — would give them a 7 out of 10 https://t.co/2bOdY9HFHi
1283033566989950977	0	As you may have heard, the CARES Act allows “qualified” people to take certain “coronavirus-related distributions” from their retirement plans without paying tax. So how do you qualify? https://t.co/V3nb96d8iC
1308857916217348102	0	We look forward to hearing from @RishiSunak on new #job #protection for #businesses #economy #chancellor #covid19 #derby @MarketingDerby @EMChamberNews #eastmidlands #BeAstute
1261676691514105859	0	"Thanks @KomenColumbus organizing Rally for the Race and for opportunity to debunk some common ""myths"" about Covid-19 and #breastcancer.
 https://t.co/JQMlyJLC0i

#bcsm"
1276270677167878145	0	Melinda Gates Wants to Deliver Coronavirus Vaccine Based on Racial Groups, Blacks First https://t.co/LgBudPmr5z via @gatewaypundit
1257648888506396672	0	"Sadly, most employers will find the time comes when one of their employee may contract coronavirus. In such a situation, is it best to Furlough or pay the employee SSP?

https://t.co/z3YUEMfs4j"
1284292887753023488	0	"A new report from National Seniors Australia indicated a lack of clear health advice for unpaid carers of the elderly was among the top concerns for older Australians throughout coronavirus lockdowns. 

https://t.co/TOJ3PhQuZj"
1290633609741705216	0	"Best WiFi Routers for Gaming 2020 Gaming Router Reviews
Amazon #gave workers a letter to prove they are doing an essential job
Shopify Saved Main Street Next Stop Taking On Amazon
How the coronavirus and retail closures   https://t.co/9m5bWHE4y4 ."
1293689016663990273	0	Coronavirus vaccine update: The global race is on https://t.co/dcAP3mOaMa
1253429699990048772	0	Coronavirus: New York to investigate nursing homes, who point finger back at state https://t.co/V80Ele46cB #ROC
1257100416904544259	0	As if the coronavirus was not enough, a murderous plague invades the United States: the Asian giant hornet - https://t.co/WdYzgiXecD
1250386232938385408	0	"The family members of an elderly woman from #Kolkata, who was suspected to have contacted #coronavirus and died on Monday night, refused to take her body, due to the coronavirus scare

https://t.co/K0ibjehy7L"
1287525799277367297	0	$NOVN One idea suggests that there is currently a race to understand and disarm coronavirus protein structures.  Coincidentally, this happens to be one field Kriya Therapeutics specializes in. https://t.co/2ErjhJQgps
1287221866982256645	0	UN proposes temporary basic income that could stem the spread of the coronavirus pandemic by allowing the world’s poorest people to stay home https://t.co/7vHvKVVQVb
1301641404641357832	0	"Azar says it’s ‘irresponsible’ to suggest politics at play in coronavirus vaccine race
Source: Fox News
https://t.co/NjvADnkzIw"
1297281158263255042	0	"Singapore’s Recognition Of Success Of NZ Covid-19 Response Shows How Well We’re Really Doing | Curwen  Rolinson - The Daily Blog https://t.co/nqsClG6QUG

#nzpol https://t.co/axSN5yehHz"
1284155805160411137	0	Opinion: Miami leaders' disastrous Covid-19 response and how to fix it - CNN https://t.co/WvBZ7KaFf6
1248939286495461376	0	Nearly 2,000 Dead as Coronavirus Ravages Nursing Homes in N.Y. Region https://t.co/EvDH01Mto2
1298887611604492288	0	"The Summer School on National Minorities and Border Regions develops with both physical and online sessions to overcome covid19 related restrictions. 

Today, we keep learning, discussing and exchanging on contemporary referenda and participation in Europe  🤓 https://t.co/8URjfkesCl"
1282940515231596545	0	"Get fit and transform lives this summer!

Raise £100 for Just a Drop's #Covid-19 Response Programme &amp; stand a chance to #win a trip to Cambodia in 2021 courtesy of @CharitableTrav &amp; @WendyWuTours! 💃

All you need to do is walk, run or bike 100km by 31 Aug'20. More info below: https://t.co/jAFaTVxj7s"
1300263798033379329	0	"Inside Trump’s pressure campaign on federal scientists over a covid-19 treatment https://t.co/eEyWBuqFJ7 
#TrumpIsANationalDisgrace"
1257369595318599682	0	The latest The African American Genealogy Daily! https://t.co/RIA3C6mZlb Thanks to @angelaxlin @eddie_pitt #coronavirus #blacktwitter
1253313853011574786	0	Coronavirus: South Dakota dirt track to race with 700 fans https://t.co/3CTZtuBFRf
1270400156131905539	0	Coronavirus: This is how many people are infected with the virus in your area - and how many elderly are infected in NI Care Homes  https://t.co/qp86Lsw4Ar
1245000402183041025	0	Covid-19 Chronicles: Is SA doing a good job in fighting the Coronavirus, &amp; what are the future threats for safety? Jakkie Cilliers from the Institute for Security Studies gives us a better perspective https://t.co/mH25GB3gBX https://t.co/vQpP7tnOYk
1253055568522227712	0	"@calanais56 #WHO stated those around 65 were at risk

UK’s Covid-19 policy ‘could be putting people aged 60-69 at increased risk’ https://t.co/RrsixXnuU1 via @yahooNewsUK"
1255013542048280577	0	Lazada Supports Southeast Asian Communities during Coronavirus https://t.co/CqO5OCxZmT
1298234497868103680	0	Coronavirus: Retail job cuts worst since 2009 crisis, CBI survey finds https://t.co/fej7OsPFOi
1255019188030234624	0	“She tried to do her job, and it killed her,” said the father of Dr. Lorna M. Breen, who worked at a Manhattan hospital hit hard by the coronavirus outbreak. https://t.co/mYk2s87cEN
1299304182520844288	0	Project Syndicate: How the East Asian mind-set succeeded with the coronavirus when Western individualism failed https://t.co/6yVQNLDthI https://t.co/0wFwU0nzlN
1260109238904385536	0	Thousands of @Uber staff were told they had lost their job because of the coronavirus pandemic with no warning and via a brief @zoom_us call. $UBER #7NEWS https://t.co/U5IiFetxbh
1276455061082779651	0	Our Policy Brief based on discussion with @aqueeljaipur on Understanding Covid-19 Response Dynamics: Perspectives from Rajasthan is now out. We hope it sheds better light on the response taken by Rajasthan Government. @RajGovOfficial @RajCMO @rohitksingh https://t.co/224QN349ej
1299493558374850560	0	Trump reduced fines for nursing homes that put residents at risk. Then Covid-19 happened. https://t.co/cnoN8Yz5Jg via @voxdotcom
1286611312882130955	0	We are now fully compliant with the government’s guidance on managing the risk of Covid-19.  This means that you can have peace of mind when you visit our premises. If you wish to see our full Covid-19 policy you can find it here:  https://t.co/qRpRrdh9J6 https://t.co/AUjyITVG3R
1261746508237398016	0	Baga Chipz says Drag Race UK should be “strict” on queens after coronavirus: Baga Chipz has spilt the T on how the coronavirus pandemic will impact the second season of RuPaul's Drag Race UK. To prevent the spread of the ... https://t.co/qt1sl4dZQ3
1255347428997423104	0	"The successful Asian coronavirus-fighting strategy America refuses to embrace https://t.co/OCTR9vVLJG

We should closely look at what Hk, South Korea and Taiwan has done to prevent from COVID-19"
1260363492881690624	0	Text Of HEROES Act, House Democrats' Coronavirus Relief Bill : NPR https://t.co/O2qH4PJMKU
1261909891511398400	0	@CDCgov https://t.co/ou7E8PLgDH Virginia SENIOR OFFICALS are blending the results of 2 different types of coronavirus test N order 2 report a more favorable result 2 the public.This harms the integrity&amp;data they use 2 make decisions, reassure residents, &amp; justify reopening their economy.
1286680352258494464	0	This week's FT Person in the News: Sarah Gilbert, the researcher leading the race to a Covid-19 vaccine https://t.co/TlxlboADxa via @financialtimes
1253206115371773953	0	#Coronavirus: 95 of 150 deaths in Mumbai were in 51-70 age group, most positive cases among 21-30. BMC plans to pick up vulnerable cases early by checking oxygen levels of the elderly using a pulse oximeter.  https://t.co/A1tkn18hde
1261761095443906561	0	Trump Administration Covid-19 response plan https://t.co/fiqhptVROR
1295249001114144769	0	Covid-19 Deaths Strike Early for Many Minorities - The Wall Street Journal https://t.co/CtEbJeIiYe
1285204562379337728	0	Threats, vandalism, job loss: Colorado’s public health officials are under attack as they respond to coronavirus https://t.co/AHjkvMBYRW w/ @JesstheJourno
1250102328885157889	0	"There are 39 coronavirus outbreaks at NC nursing homes, residential care facilities https://t.co/ivi1CDbztR

@maddow @MaddowBlog @allinwithchris"
1247985156872339456	0	Then and now, traffic eases in congested Asian mega cities amid coronavirus measures. https://t.co/dXyeHC5trn
1298024190365204480	0	"@BloodAid @TBNIND @Bloodhelpline @ELister_social @BloodDonorsIn @bloodconnectorg 
A - and A + blood group Plasma donors are required by an elderly couple in serious condition due to Covid-19. Sunshine Hospitals Gachibowli, HYDERABAD . Contact Amara 8884034304, 9573425251"
1254089645295579143	0	Horses lift spirits at Kentucky senior living center amid coronavirus outbreak https://t.co/klb8rwVw0B
1304077145480675328	0	"Good job @NYGovCuomo
@NYCMayor

Manhattan apartment vacancies surge to record amid coronavirus exodus https://t.co/pG58uDeMuY #FoxBusiness"
1289186402698059780	0	"@RealAlisonPoole LIVE Press Conference NYC 4/10/20 - Reporter:""Gov.Cuomo, why are NY Nursing Homes forced to accept Covid19 patients? Governor Cuomo: ""I don't know anything about that""."
1262323978678435846	0	Opinion: Understanding coronavirus is the hardest job we've ever had https://t.co/pMoJbHQfzC
1284568684703485952	0	"The changes around #Covid19 - social distancing/isolation, reduced pleasurable activities, job loss, financial insecurity, can lead to worry/fear, sadness – we can feel overwhelmed at times. Talking can help: 
#MentalHealth https://t.co/928LqCq9GG"
1286809674122235904	0	FEMA Sends Faulty Protective Gear to Nursing Homes Battling Virus https://t.co/6FU7rnEoIr .@POTUS .@realDonaldTrump .@VP .@WhiteHouse .@GOP .@GOPChairwoman #Trump #TrumpVirus #Corona  #COVID #COVID19 #Covid_19 #coronavirus
1261500384364728320	0	#cf32ee01d59252b9af492036b44d1d85 Asian wet markets still ‘filthy’ despite coronavirus pandemic, PETA video shows https://t.co/2MZUOeSLF3
1257407411284881409	0	"Hunger will cause more harm  - Hunger will cause more harm
Worsening economic condition of the poor due to the lockdown is now a bigger concern than Covid-19 https://t.co/tglpSFrkX1"
1260208375939334146	0	Coronavirus vaccine latest news / COVID-19 vaccine status update: These 4 coronavirus vaccines are leading the race https://t.co/8kkABoiu8z
1266536451770142720	0	"Breaking down Trump's 654 false claims over 14 weeks during the coronavirus pandemic 
https://t.co/NRYL3Vo8pH #LiarInChief #TrumpIsANationalDisgrace"
1269968235270733825	0	REMINDER: The final day by which an #employee can be placed on #furlough leave for the first time via the #Coronavirus Job Retention Scheme is Wednesday 10 June 2020. https://t.co/xykShP5xsI
1257580866135564288	0	"Raising Deposits Amid #Coronavirus Rate-Slashing and Stock Volatility

https://t.co/t9pWwIoukf

@simonkucher https://t.co/rEP4foDjob"
1277351353552076802	0	@PeterNavarro45 @WhiteHouse One job at a time' strategy brings ship construction to Marinette while Coronavirus ravages the country and Russian bounties on US soldiers are ignored. Turns out as president you really need to be able to focus on more than one thing at a time. Or America truly suffers.
1295311555454595072	0	"Coronavirus - Nigeria: Training on the basics of Public Health Emergency Operation Centre Management for COVID-19 response
https://t.co/SPnymc82yY"
1299387602294857728	0	Controversial coronavirus drug hydroxychloroquine administered at 2 nursing homes. Dem Senators want it stopped. https://t.co/eqcu3lj4Dd via @ABC
1306103051464433666	0	.@KarenMMiddleton on how Australia is trying to hedge its bets in the race for the Covid-19 vaccine. https://t.co/Ev8yfnB5oL
1266461308058288129	0	Deputy directors 'urgently' sought to aid Covid-19 response | Sedwill: I approved Cummings press conference | Test and trace hiccups 'being resolved': https://t.co/rYVmjDRCDn https://t.co/zLiLFuVZSA
1252749523308425222	0	70 percent of health workers who died of coronavirus in UK are blacks, other ethnic minorities https://t.co/RfEJ5MQzdl
